Column fy Mpa,Beam fy Mpa,Columns 1-3 I mm4*10^6,Columns 4-6 I mm4*10^6,Columns 1-3 A mm2,Columns 4-6 A mm2,Beam I mm4*10^6,Spans,Number of floors,Floor height m,Span width m,LLRS tributary width m,Floor mass kg,Facade Load kN/m,PGA g,Magnitude,Distance to fault km,Period s,Max drift mm,Final Dead Load,Final Live Load,soil_class__B,soil_class__C
275.0,235.0,1119.0,0.0,21176.0,0.0,337.4,2.0,2.0,3.0,8.0,7.0,79985.268,3.0,0.1,6.69,35.66,0.4048664839295059,5.598857708522,17.5,17.5,1.0,0.0
235.0,235.0,10.33,0.0,3142.0,0.0,57.9,3.0,3.0,4.0,6.0,16.0,64608.192,0.0,0.1,6.1,32.84,3.3225931875848294,19.5943189801037,4.0,20.0,1.0,0.0
355.0,355.0,1119.0,0.0,21176.0,0.0,83.56,5.0,1.0,4.0,8.0,21.0,355916.088,2.0,0.283,7.28,19.74,0.4457462037343794,31.616898550832197,10.5,14.0,0.0,1.0
235.0,235.0,10.33,6.062,3142.0,2534.0,38.92,4.0,4.0,4.0,3.0,3.5,33682.7304,2.0,0.15,6.33,18.96,2.7623629264835103,63.350701361738096,21.0,14.0,0.0,1.0
355.0,235.0,450.7,330.9,15898.0,14276.0,162.7,3.0,5.0,3.5,8.0,3.0,45592.8264,3.0,0.15,6.2,13.91,1.279146950484872,8.402024393833399,12.0,12.0,1.0,0.0
275.0,235.0,182.6,136.7,11253.0,9726.0,162.7,5.0,6.0,3.5,7.0,4.0,59958.36,0.0,0.14,5.9,25.5,1.571760575151407,6.939604173667,12.0,20.0,0.0,1.0
355.0,235.0,36.92,25.1,5383.0,4525.0,1412.0,4.0,6.0,3.0,6.0,20.0,182730.24,4.0,0.171,6.0,17.28,3.1852930555445678,26.119841379710703,8.0,20.0,0.0,1.0
235.0,235.0,104.5,77.63,8682.0,7684.0,162.7,3.0,6.0,3.0,3.0,16.0,70032.996,2.0,0.1,6.1,32.84,1.729868336166024,11.0759615014769,12.0,20.0,1.0,0.0
235.0,235.0,4221.0,3034.0,32053.0,28583.0,671.2,4.0,6.0,3.0,6.0,8.0,64869.2352,4.0,0.3,6.6,10.27,0.5765043945582975,9.752496162435301,8.0,8.0,1.0,0.0
235.0,235.0,1412.0,1119.0,22646.0,21176.0,1752.0,3.0,6.0,4.0,5.0,4.0,36505.26,2.0,0.3,6.6,10.27,0.6401345999483433,11.323110750123,16.0,20.0,1.0,0.0
275.0,275.0,54.1,36.92,6434.0,5383.0,162.7,5.0,4.0,3.5,8.0,20.0,482929.92,2.0,0.2,6.77,23.99,4.023965948431023,82.0584801594962,20.0,12.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,19.43,1.0,3.0,4.0,6.0,4.5,15393.3912,2.0,0.123,6.19,12.9,0.9168949046262868,10.5600655831148,6.0,3.0,0.0,1.0
275.0,275.0,77.63,0.0,7684.0,0.0,920.8,2.0,2.0,3.0,7.0,24.0,42484.7808,0.0,0.171,6.0,17.28,0.5502062282143775,19.3194109708408,4.0,4.0,0.0,1.0
355.0,355.0,36.92,0.0,5383.0,0.0,83.56,6.0,1.0,3.0,4.0,18.0,287016.9984,4.0,0.354,6.5,15.82,0.8018322243309206,50.1659761085366,15.0,12.0,1.0,0.0
275.0,275.0,1752.0,1412.0,24164.0,22646.0,27.72,4.0,4.0,4.0,6.0,3.5,29807.8704,0.0,0.354,6.5,15.82,0.9566110402003788,23.966205432680102,10.5,7.0,1.0,0.0
355.0,355.0,10.33,0.0,3142.0,0.0,27.72,1.0,3.0,3.0,5.0,8.0,29938.392000000003,4.0,0.15,6.2,13.91,2.4731140731121792,11.0793877928194,20.0,4.0,1.0,0.0
355.0,355.0,1119.0,0.0,21176.0,0.0,27.72,5.0,1.0,4.0,5.0,3.0,53228.34,3.0,0.2,6.77,23.99,0.1834206560839588,3.2195385702783,15.0,9.0,0.0,1.0
275.0,275.0,136.7,0.0,9726.0,0.0,920.8,6.0,1.0,3.5,5.0,20.0,295509.06000000006,3.0,0.3,6.6,10.27,0.52419075148516,28.5387319304609,16.0,8.0,1.0,0.0
275.0,235.0,1119.0,0.0,21176.0,0.0,162.7,2.0,3.0,3.0,4.0,10.0,50413.968,2.0,0.14,5.9,25.5,0.5274905657797802,5.3753430939227,10.0,4.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,920.8,3.0,3.0,3.5,3.0,6.0,21303.5724,1.0,0.15,6.33,18.96,0.2330290527832358,2.368571855815,6.0,4.0,0.0,1.0
275.0,235.0,3034.0,2153.0,28583.0,26048.0,1412.0,2.0,4.0,3.5,4.0,6.0,15042.6144,2.0,0.2,6.77,23.99,0.2491462770326289,1.3431739838366001,6.0,3.0,0.0,1.0
235.0,235.0,16.73,10.33,3877.0,3142.0,671.2,5.0,6.0,3.5,3.0,4.0,30346.272,0.0,0.123,6.19,12.9,2.213575364706281,8.374330017471701,16.0,16.0,0.0,1.0
355.0,275.0,4221.0,3034.0,32053.0,28583.0,117.7,1.0,4.0,3.0,8.0,8.0,29106.3168,4.0,0.3,6.6,10.27,0.6670320348442548,20.6270318936579,8.0,16.0,1.0,0.0
355.0,355.0,3.492,0.0,2124.0,0.0,38.92,4.0,1.0,3.0,8.0,4.5,85373.3628,3.0,0.283,7.28,19.74,1.564826289878196,63.827867237665494,6.0,6.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,920.8,2.0,2.0,4.0,6.0,2.0,6428.1888,1.0,0.354,6.5,15.82,0.1432608085217647,2.359502724348,2.0,8.0,1.0,0.0
235.0,235.0,276.9,0.0,13347.0,0.0,162.7,1.0,1.0,3.5,7.0,10.5,45739.6632,3.0,0.2,6.77,23.99,0.3720545524761895,15.556311665509199,14.0,14.0,0.0,1.0
355.0,355.0,229.3,182.6,12437.0,11253.0,231.3,6.0,6.0,3.0,3.0,4.0,17057.5416,3.0,0.283,7.28,19.74,0.4984665585270939,13.0099168551055,2.0,2.0,0.0,1.0
355.0,355.0,6447.0,5538.0,40005.0,34685.0,671.2,4.0,6.0,3.0,8.0,4.0,69763.7952,2.0,0.283,7.28,19.74,0.6032313472196555,11.9289319952042,16.0,12.0,0.0,1.0
235.0,235.0,229.3,182.6,12437.0,11253.0,920.8,3.0,5.0,3.5,8.0,21.0,153248.67359999998,2.0,0.14,5.9,25.5,1.7118997697892049,7.763196294545899,7.0,10.5,0.0,1.0
275.0,235.0,10.33,6.062,3142.0,2534.0,8.693,2.0,5.0,3.0,4.0,6.0,19741.392000000003,2.0,0.283,7.28,19.74,3.2994262612209395,38.518929888726,3.0,7.5,0.0,1.0
275.0,275.0,182.6,136.7,11253.0,9726.0,57.9,3.0,6.0,4.0,7.0,15.0,178712.622,2.0,0.14,5.9,25.5,5.459799645703277,6.7126484113312,15.0,3.0,0.0,1.0
275.0,235.0,36.92,0.0,5383.0,0.0,19.43,6.0,3.0,3.0,4.0,15.0,165191.4,2.0,0.15,6.2,13.91,2.0539598774083685,15.764141769892701,7.5,12.5,1.0,0.0
275.0,275.0,182.6,0.0,11253.0,0.0,13.17,1.0,1.0,3.5,6.0,3.0,9005.9904,4.0,0.171,6.0,17.28,0.2556674823852127,5.5485868146509,3.0,1.5,0.0,1.0
235.0,235.0,450.7,0.0,15898.0,0.0,482.0,3.0,1.0,3.0,3.0,7.5,52800.06599999999,2.0,0.171,6.0,17.28,0.1540877985637825,1.796189163073,9.0,6.0,0.0,1.0
275.0,275.0,182.6,0.0,11253.0,0.0,920.8,1.0,1.0,3.5,5.0,12.0,28449.63,3.0,0.14,5.9,25.5,0.2768551642501241,3.9426618391129,6.0,15.0,0.0,1.0
235.0,235.0,2153.0,1752.0,26048.0,24164.0,482.0,4.0,4.0,3.5,3.0,1.5,12468.8916,1.0,0.3,6.6,10.27,0.2237247085565114,3.9552165058552995,7.5,6.0,1.0,0.0
275.0,275.0,182.6,136.7,11253.0,9726.0,482.0,6.0,4.0,3.0,8.0,6.0,160003.16640000002,1.0,0.2,6.77,23.99,1.0276443940557938,34.1147511106289,7.5,1.5,0.0,1.0
275.0,235.0,77.63,54.1,7684.0,6434.0,231.3,5.0,5.0,3.5,4.0,9.0,108332.928,2.0,0.283,7.28,19.74,1.849848819794044,27.882547815376398,7.5,3.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,337.4,3.0,2.0,4.0,3.0,12.0,60631.362,1.0,0.1,6.1,32.84,0.3514958565141981,5.2308983479338,16.0,20.0,1.0,0.0
355.0,355.0,276.9,229.3,13347.0,12437.0,57.9,4.0,6.0,3.5,7.0,5.0,75457.8,4.0,0.15,6.2,13.91,2.531273555286805,7.2895458975867,7.5,12.5,1.0,0.0
275.0,235.0,1412.0,1119.0,22646.0,21176.0,1119.0,1.0,4.0,3.5,3.0,4.0,3813.678,1.0,0.15,6.2,13.91,0.2280802768597806,1.5805777698596999,4.0,20.0,1.0,0.0
355.0,355.0,450.7,330.9,15898.0,14276.0,671.2,6.0,4.0,3.5,6.0,4.5,34249.6836,3.0,0.283,7.28,19.74,0.4230453835905011,12.7610327634765,1.5,1.5,0.0,1.0
355.0,275.0,276.9,0.0,13347.0,0.0,337.4,3.0,2.0,4.0,6.0,2.5,19374.3,2.0,0.283,7.28,19.74,0.3346357832064117,18.418729102759798,5.0,12.5,0.0,1.0
275.0,235.0,1119.0,0.0,21176.0,0.0,482.0,3.0,1.0,3.0,8.0,18.0,280898.7984,3.0,0.171,6.0,17.28,0.2840318563695154,6.6654429622069,15.0,12.0,0.0,1.0
355.0,235.0,1752.0,1412.0,24164.0,22646.0,231.3,4.0,5.0,4.0,5.0,6.0,60692.544,0.0,0.3,6.6,10.27,0.9446014257276842,23.2798255056311,12.0,12.0,1.0,0.0
355.0,235.0,330.9,0.0,14276.0,0.0,117.7,1.0,2.0,3.5,7.0,2.5,13511.025,2.0,0.2,6.77,23.99,0.4444827846755302,13.2004705516587,12.5,12.5,0.0,1.0
355.0,235.0,6447.0,5538.0,40005.0,34685.0,920.8,2.0,4.0,3.0,4.0,15.0,37157.868,1.0,0.354,6.5,15.82,0.2930847652286821,7.0507493020425,5.0,7.5,1.0,0.0
355.0,355.0,450.7,0.0,15898.0,0.0,117.7,6.0,2.0,3.5,7.0,4.5,72843.2892,2.0,0.15,6.33,18.96,0.4473841886878019,13.1947537735751,4.5,1.5,0.0,1.0
235.0,235.0,330.9,0.0,14276.0,0.0,5.412,3.0,2.0,3.5,3.0,7.5,33283.008,1.0,0.3,6.6,10.27,0.6945775933814823,37.0642413701436,10.0,5.0,1.0,0.0
235.0,235.0,450.7,0.0,15898.0,0.0,920.8,6.0,3.0,3.5,5.0,6.0,44295.768,4.0,0.14,5.9,25.5,0.330325521751726,4.1682218948922,1.5,3.0,0.0,1.0
235.0,235.0,3.492,3.492,2124.0,2124.0,920.8,2.0,6.0,3.5,6.0,9.0,33845.8824,3.0,0.15,6.33,18.96,6.526847662855702,216.6668483113489,3.0,1.5,0.0,1.0
275.0,235.0,869.7,0.0,19754.0,0.0,162.7,4.0,1.0,4.0,8.0,14.0,296022.9888,0.0,0.283,7.28,19.74,0.4589383501770965,34.7369145492531,21.0,7.0,0.0,1.0
275.0,275.0,4221.0,3034.0,32053.0,28583.0,162.7,4.0,6.0,4.0,7.0,15.0,309907.224,2.0,0.354,6.5,15.82,2.7440078949406157,24.8849851607975,18.0,12.0,1.0,0.0
355.0,275.0,77.63,0.0,7684.0,0.0,8.693,1.0,1.0,4.0,3.0,7.0,7044.0876,1.0,0.123,6.19,12.9,0.3664427830376827,2.8449426393564,7.0,7.0,0.0,1.0
275.0,235.0,1119.0,0.0,21176.0,0.0,83.56,5.0,3.0,4.0,7.0,14.0,185870.916,0.0,0.1,6.1,32.84,1.2807647418674273,13.0115772708892,10.5,10.5,1.0,0.0
235.0,235.0,25.1,16.73,4525.0,3877.0,231.3,1.0,5.0,4.0,6.0,3.0,13998.4416,1.0,0.15,6.33,18.96,2.327357195810594,50.878991054724096,9.0,6.0,0.0,1.0
275.0,235.0,25.1,0.0,4525.0,0.0,27.72,6.0,1.0,4.0,3.0,6.0,51980.2272,0.0,0.14,5.9,25.5,0.633923103827452,8.032240890095899,8.0,6.0,0.0,1.0
235.0,235.0,10.33,6.062,3142.0,2534.0,83.56,4.0,6.0,3.5,4.0,2.5,17130.96,0.0,0.283,7.28,19.74,2.443307209478061,29.6123834482163,7.5,12.5,0.0,1.0
355.0,235.0,450.7,330.9,15898.0,14276.0,1412.0,2.0,6.0,3.5,5.0,5.0,18150.66,4.0,0.2,6.77,23.99,0.6553594379433204,10.6911645090689,2.5,10.0,0.0,1.0
355.0,235.0,182.6,0.0,11253.0,0.0,57.9,3.0,3.0,3.0,7.0,10.0,102479.85,3.0,0.283,7.28,19.74,1.38092707613154,36.472912901525,6.0,10.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,920.8,4.0,3.0,3.5,3.0,10.5,73773.2556,1.0,0.1,6.1,32.84,0.3662035799475922,4.3583929543629,17.5,7.0,1.0,0.0
275.0,235.0,1119.0,0.0,21176.0,0.0,920.8,5.0,2.0,3.5,4.0,9.0,68279.112,0.0,0.354,6.5,15.82,0.2217842149739795,5.7518925072752,9.0,9.0,1.0,0.0
235.0,235.0,1412.0,1119.0,22646.0,21176.0,231.3,1.0,5.0,4.0,7.0,6.0,18158.8176,0.0,0.15,6.33,18.96,1.0997991846904367,22.0823645433508,12.0,3.0,0.0,1.0
275.0,275.0,10.33,0.0,3142.0,0.0,38.92,3.0,2.0,4.0,3.0,18.0,57486.6072,0.0,0.1,6.1,32.84,2.1648525997656782,25.1962559538413,9.0,6.0,1.0,0.0
355.0,355.0,637.2,0.0,17803.0,0.0,83.56,3.0,2.0,3.0,8.0,17.5,291307.896,4.0,0.283,7.28,19.74,1.0069820388756612,35.0326455067377,21.0,3.5,0.0,1.0
355.0,275.0,6.062,3.492,2534.0,2124.0,1752.0,2.0,4.0,4.0,8.0,6.0,54150.1488,1.0,0.3,6.6,10.27,5.440523993851108,74.770344514229,7.5,1.5,1.0,0.0
235.0,235.0,3.492,0.0,2124.0,0.0,38.92,5.0,3.0,3.5,4.0,6.0,23983.344,0.0,0.1,6.1,32.84,2.177139355182076,22.0517635204727,1.5,6.0,1.0,0.0
235.0,235.0,276.9,229.3,13347.0,12437.0,57.9,1.0,5.0,4.0,7.0,2.5,8952.966,3.0,0.14,5.9,25.5,1.5834528974972046,8.2110220103502,5.0,10.0,0.0,1.0
355.0,355.0,1119.0,0.0,21176.0,0.0,83.56,5.0,1.0,4.0,5.0,7.0,100440.45,3.0,0.14,5.9,25.5,0.2294352875659687,3.7204261847195,14.0,14.0,0.0,1.0
355.0,275.0,1752.0,1412.0,24164.0,22646.0,19.43,6.0,4.0,3.0,5.0,3.0,11379.852,0.0,0.3,6.6,10.27,0.3769124200623592,8.094811360459198,1.5,1.5,1.0,0.0
355.0,275.0,2153.0,1752.0,26048.0,24164.0,162.7,4.0,5.0,3.5,5.0,5.0,60774.12,0.0,0.14,5.9,25.5,0.8727585358288513,3.5869768999101,12.5,10.0,0.0,1.0
355.0,275.0,1412.0,1119.0,22646.0,21176.0,337.4,5.0,6.0,3.5,5.0,18.0,69339.6,2.0,0.283,7.28,19.74,0.8787278355868086,22.387860902670297,3.0,3.0,0.0,1.0
355.0,355.0,450.7,330.9,15898.0,14276.0,1412.0,4.0,4.0,3.5,7.0,1.5,14793.807599999998,3.0,0.1,6.1,32.84,0.3339659145337819,3.3917900450127,1.5,1.5,1.0,0.0
355.0,235.0,36.92,0.0,5383.0,0.0,83.56,2.0,3.0,4.0,6.0,21.0,182371.3056,4.0,0.283,7.28,19.74,3.964612317684365,88.2544408220964,21.0,3.5,0.0,1.0
275.0,235.0,25.1,0.0,4525.0,0.0,162.7,4.0,3.0,3.0,8.0,8.0,150426.144,3.0,0.2,6.77,23.99,2.0040442681344675,35.647967695408695,8.0,10.0,0.0,1.0
355.0,235.0,229.3,0.0,12437.0,0.0,482.0,2.0,1.0,3.0,7.0,16.0,116400.7944,3.0,0.123,6.19,12.9,0.3618641886204075,2.5598204033603,16.0,8.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,27.72,1.0,1.0,3.5,7.0,3.0,5008.7664,1.0,0.15,6.2,13.91,0.0876042668180801,0.7618872096673,1.5,4.5,1.0,0.0
275.0,235.0,1119.0,0.0,21176.0,0.0,117.7,5.0,2.0,3.0,6.0,8.0,71256.636,1.0,0.2,6.77,23.99,0.3058995623720017,6.4161305576384,4.0,6.0,0.0,1.0
275.0,235.0,330.9,0.0,14276.0,0.0,920.8,4.0,2.0,4.0,4.0,4.0,21960.2592,3.0,0.3,6.6,10.27,0.2532673855118862,9.382845944418701,4.0,2.0,1.0,0.0
275.0,275.0,182.6,136.7,11253.0,9726.0,1752.0,4.0,4.0,3.5,3.0,10.5,48125.7612,3.0,0.15,6.2,13.91,0.6860832008721874,3.4314689265675,7.0,14.0,1.0,0.0
355.0,235.0,54.1,36.92,6434.0,5383.0,162.7,5.0,4.0,3.5,5.0,8.0,63119.43,3.0,0.123,6.19,12.9,1.3794883053674651,9.5887779018058,4.0,4.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,920.8,3.0,2.0,3.0,4.0,12.0,69453.80640000002,1.0,0.15,6.2,13.91,0.2324072381798934,2.4422596785865,16.0,8.0,1.0,0.0
275.0,275.0,10.33,6.062,3142.0,2534.0,1412.0,2.0,4.0,3.5,6.0,2.5,15111.953999999998,3.0,0.15,6.2,13.91,1.903100482425168,14.5844663140745,7.5,2.5,1.0,0.0
275.0,275.0,1119.0,0.0,21176.0,0.0,671.2,2.0,1.0,4.0,8.0,9.0,72831.0528,0.0,0.171,6.0,17.28,0.2325062603754007,4.0405044496904,12.0,12.0,0.0,1.0
275.0,275.0,1412.0,1119.0,22646.0,21176.0,1752.0,1.0,5.0,3.0,3.0,3.5,3418.0344000000005,1.0,0.3,6.6,10.27,0.2245107425285944,3.0411024093057,7.0,3.5,1.0,0.0
355.0,355.0,77.63,0.0,7684.0,0.0,671.2,5.0,3.0,4.0,3.0,9.0,105967.224,4.0,0.3,6.6,10.27,1.2285158172681738,45.0698113013362,18.0,9.0,1.0,0.0
275.0,275.0,77.63,54.1,7684.0,6434.0,482.0,5.0,5.0,3.0,4.0,12.5,97891.2,2.0,0.15,6.2,13.91,1.3415243930981744,8.962460953802701,7.5,5.0,1.0,0.0
355.0,235.0,276.9,0.0,13347.0,0.0,3.178,3.0,1.0,3.0,3.0,10.0,31937.004,0.0,0.1,6.1,32.84,0.2297517548759389,2.5606474020567003,7.5,5.0,1.0,0.0
235.0,235.0,869.7,0.0,19754.0,0.0,231.3,4.0,1.0,3.5,8.0,8.0,149055.6672,4.0,0.3,6.6,10.27,0.2650053922560525,15.840661862114702,16.0,16.0,1.0,0.0
355.0,355.0,1752.0,1412.0,24164.0,22646.0,19.43,2.0,5.0,3.5,7.0,3.5,13333.597199999998,1.0,0.2,6.77,23.99,1.0989165081286718,30.0337780244883,7.0,3.5,0.0,1.0
275.0,275.0,450.7,330.9,15898.0,14276.0,671.2,3.0,4.0,4.0,3.0,6.0,19260.0936,2.0,0.1,6.1,32.84,0.467749082695275,9.3655354013829,6.0,9.0,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,920.8,4.0,1.0,3.5,3.0,3.0,19235.6208,4.0,0.283,7.28,19.74,0.0723180365081757,0.4875552314216,4.5,1.5,0.0,1.0
275.0,235.0,182.6,136.7,11253.0,9726.0,57.9,6.0,5.0,4.0,8.0,7.5,253109.934,1.0,0.3,6.6,10.27,4.015571257164204,39.9077491133244,9.0,4.5,1.0,0.0
355.0,235.0,16.73,0.0,3877.0,0.0,13.17,2.0,1.0,4.0,4.0,12.0,64869.2352,2.0,0.171,6.0,17.28,1.4326257789918704,57.582727030132396,10.0,8.0,0.0,1.0
275.0,275.0,6447.0,5538.0,40005.0,34685.0,13.17,4.0,5.0,3.5,4.0,2.0,26822.1888,4.0,0.2,6.77,23.99,0.7089284855430824,16.804375688946198,10.0,6.0,0.0,1.0
235.0,235.0,869.7,637.2,19754.0,17803.0,162.7,2.0,5.0,4.0,7.0,12.0,87449.472,4.0,0.123,6.19,12.9,2.111905140983762,7.8048392238640005,12.0,20.0,0.0,1.0
235.0,235.0,25.1,0.0,4525.0,0.0,920.8,3.0,3.0,3.0,8.0,2.0,31162.032000000003,2.0,0.2,6.77,23.99,0.9489773713254764,51.5232204844263,8.0,10.0,0.0,1.0
235.0,235.0,2153.0,1752.0,26048.0,24164.0,162.7,2.0,5.0,3.0,8.0,8.0,51817.0752,1.0,0.3,6.6,10.27,1.0382321196091229,22.882889924742198,12.0,12.0,1.0,0.0
355.0,355.0,276.9,229.3,13347.0,12437.0,57.9,2.0,5.0,3.0,6.0,20.0,142594.848,4.0,0.171,6.0,17.28,3.084594578064253,32.4258172378749,16.0,16.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,231.3,3.0,2.0,3.5,6.0,15.0,160663.932,2.0,0.3,6.6,10.27,0.5914804076420798,26.249541084618798,12.5,5.0,1.0,0.0
355.0,235.0,1119.0,869.7,21176.0,19754.0,13.17,1.0,5.0,4.0,3.0,3.0,9838.065599999998,4.0,0.123,6.19,12.9,1.5286672134037371,11.8576112807818,18.0,9.0,0.0,1.0
275.0,275.0,25.1,16.73,4525.0,3877.0,13.17,1.0,5.0,3.5,5.0,12.0,25737.228,2.0,0.15,6.33,18.96,4.751350735029465,105.4557446068009,9.0,3.0,0.0,1.0
355.0,275.0,3.492,0.0,2124.0,0.0,920.8,1.0,3.0,4.0,7.0,7.5,20006.514,3.0,0.2,6.77,23.99,4.049152013111621,88.6392613874481,3.0,3.0,0.0,1.0
235.0,235.0,5538.0,4221.0,34685.0,32053.0,671.2,3.0,4.0,3.0,8.0,15.0,172166.14800000002,3.0,0.354,6.5,15.82,0.6641784407506073,13.9173523978582,10.0,2.5,1.0,0.0
355.0,275.0,1119.0,0.0,21176.0,0.0,83.56,4.0,2.0,3.0,6.0,7.0,102100.5216,0.0,0.15,6.2,13.91,0.4266507975854935,9.357440331801198,17.5,14.0,1.0,0.0
235.0,235.0,869.7,637.2,19754.0,17803.0,83.56,5.0,4.0,3.5,5.0,3.0,23962.95,4.0,0.283,7.28,19.74,0.5649274595324495,20.194573885586703,3.0,6.0,0.0,1.0
235.0,235.0,104.5,0.0,8682.0,0.0,231.3,2.0,2.0,3.0,8.0,15.0,54982.224,4.0,0.15,6.33,18.96,0.6693342437451628,31.061227938795202,2.5,5.0,0.0,1.0
275.0,275.0,77.63,0.0,7684.0,0.0,8.693,6.0,1.0,3.0,3.0,8.0,46930.6728,1.0,0.15,6.2,13.91,0.3184023448596359,7.0485621367892,8.0,16.0,1.0,0.0
275.0,235.0,1119.0,0.0,21176.0,0.0,162.7,6.0,1.0,4.0,6.0,14.0,170983.296,1.0,0.123,6.19,12.9,0.2603132141509527,1.6925197957554,7.0,17.5,0.0,1.0
275.0,275.0,276.9,0.0,13347.0,0.0,920.8,3.0,2.0,3.5,5.0,17.5,206693.19,4.0,0.354,6.5,15.82,0.7515161482094279,34.096958072724,21.0,14.0,1.0,0.0
355.0,275.0,229.3,0.0,12437.0,0.0,57.9,3.0,3.0,3.0,4.0,4.0,21421.8576,1.0,0.354,6.5,15.82,0.5309565442395087,25.592589284510098,6.0,8.0,1.0,0.0
275.0,275.0,6447.0,5538.0,40005.0,34685.0,1412.0,1.0,4.0,3.5,5.0,5.0,15091.56,2.0,0.1,6.69,35.66,0.290491111961576,1.5287562959154002,10.0,7.5,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,13.17,2.0,2.0,4.0,5.0,3.0,9422.028,3.0,0.14,5.9,25.5,0.3226668676048423,6.7806189017632,3.0,6.0,0.0,1.0
275.0,275.0,16.73,10.33,3877.0,3142.0,27.72,6.0,4.0,3.0,4.0,8.0,143182.19520000002,4.0,0.354,6.5,15.82,2.8997588942824497,31.2140336612396,24.0,8.0,1.0,0.0
235.0,235.0,637.2,450.7,17803.0,15898.0,671.2,1.0,6.0,3.5,8.0,21.0,80009.7408,4.0,0.354,6.5,15.82,1.980557432721222,21.5390995802447,10.5,7.0,1.0,0.0
275.0,235.0,3.492,0.0,2124.0,0.0,117.7,4.0,3.0,3.0,5.0,15.0,55471.68,2.0,0.354,6.5,15.82,2.803857438811553,47.8775095012088,2.5,5.0,1.0,0.0
275.0,235.0,5538.0,4221.0,34685.0,32053.0,19.43,6.0,5.0,4.0,4.0,7.5,130868.298,3.0,0.14,5.9,25.5,1.5439611505071758,9.141731104283801,15.0,5.0,0.0,1.0
355.0,235.0,54.1,36.92,6434.0,5383.0,162.7,4.0,4.0,4.0,8.0,5.0,109719.72,2.0,0.1,6.1,32.84,2.5358720589166985,14.660577655438601,12.5,12.5,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,231.3,1.0,1.0,4.0,6.0,24.0,65782.88640000002,0.0,0.14,5.9,25.5,0.3076825574049939,7.4105768885423,16.0,8.0,0.0,1.0
275.0,275.0,450.7,0.0,15898.0,0.0,57.9,6.0,2.0,3.5,6.0,12.5,274911.12,2.0,0.1,6.69,35.66,0.9738664152078108,26.078644483451498,12.5,7.5,1.0,0.0
275.0,275.0,4221.0,3034.0,32053.0,28583.0,8.693,5.0,6.0,4.0,4.0,2.5,20292.03,3.0,0.354,6.5,15.82,1.1704194103206056,26.8810903529459,5.0,5.0,1.0,0.0
355.0,355.0,54.1,36.92,6434.0,5383.0,162.7,1.0,5.0,3.0,5.0,2.0,6158.988,2.0,0.354,6.5,15.82,0.8614931715785198,20.2849395519666,8.0,2.0,1.0,0.0
355.0,235.0,10.33,6.062,3142.0,2534.0,27.72,2.0,6.0,3.5,5.0,24.0,85165.344,0.0,0.14,5.9,25.5,8.124813832564113,9.8697943721968,12.0,8.0,0.0,1.0
275.0,275.0,2153.0,1752.0,26048.0,24164.0,1412.0,1.0,4.0,3.0,4.0,10.5,18268.9452,3.0,0.2,6.77,23.99,0.3184787474061187,4.2855563970369,7.0,7.0,0.0,1.0
355.0,235.0,1752.0,1412.0,24164.0,22646.0,162.7,5.0,4.0,3.0,4.0,12.0,156218.04,1.0,0.123,6.19,12.9,0.7825847432463456,5.379166519326,15.0,15.0,0.0,1.0
235.0,235.0,6447.0,5538.0,40005.0,34685.0,482.0,5.0,5.0,3.5,6.0,7.5,63323.37,4.0,0.123,6.19,12.9,0.5114080413475985,1.2265160348534,2.5,10.0,0.0,1.0
275.0,235.0,1119.0,0.0,21176.0,0.0,83.56,3.0,1.0,3.0,6.0,6.0,83599.0848,4.0,0.1,6.69,35.66,0.1804691049408406,2.1115645651116,18.0,6.0,1.0,0.0
235.0,235.0,637.2,450.7,17803.0,15898.0,1412.0,2.0,4.0,3.0,6.0,21.0,183032.0712,3.0,0.15,6.33,18.96,0.9888861318634148,21.1162206635872,21.0,7.0,0.0,1.0
235.0,235.0,1752.0,1412.0,24164.0,22646.0,8.693,1.0,4.0,4.0,4.0,12.0,15303.6576,2.0,0.1,6.69,35.66,1.26052292700737,24.5088218701228,2.0,8.0,1.0,0.0
355.0,275.0,1119.0,0.0,21176.0,0.0,920.8,4.0,2.0,4.0,5.0,12.0,34832.952000000005,1.0,0.1,6.1,32.84,0.2158163833929375,1.3258066880201,3.0,3.0,1.0,0.0
235.0,235.0,77.63,54.1,7684.0,6434.0,57.9,5.0,4.0,3.0,4.0,7.0,99359.568,0.0,0.171,6.0,17.28,1.5002971693252063,21.7509560579149,21.0,14.0,0.0,1.0
